major,gradeText,ClassGPAX
วิทยาการคอมพิวเตอร์,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  A
   001226	Ways of Living in the Digital Age	3	  A
   001272	Introduction to Computer Information Science	3	  A
   001281	Sports and Exercises	1	  S
   001303	Reading in the Digital Age Century	3	  C+
   252113	Mathematics for Science	3	  A
   254271	Fundamentals of Programming	3	  A
   273100	History and Development of Computer Technology	1	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
19	CA
19	GP
71.5	GPA
3.76	C.Register
20	C.Earn
19	CA
19	GP
71.5	GPA
3.76

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001213	English Writing for Effective Communication	3	  A
   001222	Language, Society and Culture	3	  C+
   001234	Civilization and Local Wisdom	3	  A
   252114	Calculus for Science	3	  D+
   252272	Linear Algebra and Applications	3	  B
   254275	Object Oriented Programming	3	  A
   261104	General Physics	3	  C+
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
21	C.Earn
21	CA
21	GP
64.5	GPA
3.07	C.Register
41	C.Earn
40	CA
40	GP
136	GPA
3.40
",3.28
วิทยาการคอมพิวเตอร์,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  C+
   001227	Music Studies in Thai Culture	3	  A
   001271	Man and Environment	3	  A
   001281	Sports and Exercises	1	  S
   001301	Thai Language for Academic Communication	3	  B+
   252113	Mathematics for Science	3	  C+
   254271	Fundamentals of Programming	3	  A
   273100	History and Development of Computer Technology	1	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
19	CA
19	GP
65.5	GPA
3.44	C.Register
20	C.Earn
19	CA
19	GP
65.5	GPA
3.44

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  B+
   001237	Life Skills	3	  A
   001241	Western Music in Daily Life	3	  A
   252114	Calculus for Science	3	  C+
   252272	Linear Algebra and Applications	3	  A
   254275	Object Oriented Programming	3	  A
   261104	General Physics	3	  B+
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
21	C.Earn
21	CA
21	GP
76.5	GPA
3.64	C.Register
41	C.Earn
40	CA
40	GP
142	GPA
3.55
",3.22
วิทยาการคอมพิวเตอร์,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  C
   001226	Ways of Living in the Digital Age	3	  C+
   001272	Introduction to Computer Information Science	3	  B+
   001281	Sports and Exercises	1	  S
   001303	Reading in the Digital Age Century	3	  C+
   252113	Mathematics for Science	3	  C
   254271	Fundamentals of Programming	3	  C+
   273100	History and Development of Computer Technology	1	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
19	CA
19	GP
49	GPA
2.57	C.Register
20	C.Earn
19	CA
19	GP
49	GPA
2.57

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  C+
   001227	Music Studies in Thai Culture	3	  B+
   001237	Life Skills	3	  A
   252114	Calculus for Science	3	  D+
   252272	Linear Algebra and Applications	3	  B+
   254275	Object Oriented Programming	3	  D
   261104	General Physics	3	  C
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
21	C.Earn
21	CA
21	GP
54	GPA
2.57	C.Register
41	C.Earn
40	CA
40	GP
103	GPA
2.57
",2.56
วิทยาการคอมพิวเตอร์,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  C
   001226	Ways of Living in the Digital Age	3	  C+
   001279	Science in Everyday Life	3	  C+
   001281	Sports and Exercises	1	  S
   001303	Reading in the Digital Age Century	3	  C+
   252113	Mathematics for Science	3	  D
   254271	Fundamentals of Programming	3	  D+
   273100	History and Development of Computer Technology	1	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
19	CA
19	GP
40	GPA
2.10	C.Register
20	C.Earn
19	CA
19	GP
40	GPA
2.10

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001213	English Writing for Effective Communication	3	  C
   001222	Language, Society and Culture	3	  D+
   001234	Civilization and Local Wisdom	3	  A
   252114	Calculus for Science	3	  D
   252272	Linear Algebra and Applications	3	  D+
   254275	Object Oriented Programming	3	  D
   261104	General Physics	3	  C+
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
21	C.Earn
21	CA
21	GP
40.5	GPA
1.92	C.Register
41	C.Earn
40	CA
40	GP
80.5	GPA
2.01
",2.34
วิทยาการคอมพิวเตอร์,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  C
   001226	Ways of Living in the Digital Age	3	  C+
   001271	Man and Environment	3	  A
   001281	Sports and Exercises	1	  S
   001302	Thai Language for Communication in the 21st Century	3	  C
   252113	Mathematics for Science	3	  F
   254271	Fundamentals of Programming	3	  D+
   273100	History and Development of Computer Technology	1	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
16	CA
19	GP
40	GPA
2.10	C.Register
20	C.Earn
16	CA
19	GP
40	GPA
2.10

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  C+
   001233	Thai State and the World Community	3	  C+
   001332	Introduction to Data Management in Digital Era	3	  D+
   252114	Calculus for Science	3	  D
   252272	Linear Algebra and Applications	3	  F
   254275	Object Oriented Programming	3	  F
   261104	General Physics	3	  D+
ผลการศึกษา :รอพินิจ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
21	C.Earn
15	CA
21	GP
27	GPA
1.28	C.Register
41	C.Earn
31	CA
40	GP
67	GPA
1.67
",1.81
วิทยาการคอมพิวเตอร์,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  C
   001226	Ways of Living in the Digital Age	3	  C+
   001279	Science in Everyday Life	3	  B
   001281	Sports and Exercises	1	  S
   001301	Thai Language for Academic Communication	3	  B
   252113	Mathematics for Science	3	  A
   254271	Fundamentals of Programming	3	  C
   273100	History and Development of Computer Technology	1	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
19	CA
19	GP
53.5	GPA
2.81	C.Register
20	C.Earn
19	CA
19	GP
53.5	GPA
2.81

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  B
   001227	Music Studies in Thai Culture	3	  A
   001252	Naresuan Studies	3	  A
   252114	Calculus for Science	3	  C+
   252272	Linear Algebra and Applications	3	  A
   254275	Object Oriented Programming	3	  B+
   261104	General Physics	3	  B+
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
21	C.Earn
21	CA
21	GP
73.5	GPA
3.50	C.Register
41	C.Earn
40	CA
40	GP
127	GPA
3.17
",3.19
วิทยาการคอมพิวเตอร์,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  C
   001227	Music Studies in Thai Culture	3	  A
   001272	Introduction to Computer Information Science	3	  C+
   001281	Sports and Exercises	1	  S
   001302	Thai Language for Communication in the 21st Century	3	  C+
   252113	Mathematics for Science	3	  D+
   254271	Fundamentals of Programming	3	  C
   273100	History and Development of Computer Technology	1	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
19	CA
19	GP
47.5	GPA
2.50	C.Register
20	C.Earn
19	CA
19	GP
47.5	GPA
2.50

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  C+
   001228	Happiness with Hobbies	3	  A
   001237	Life Skills	3	  A
   252114	Calculus for Science	3	  C
   252272	Linear Algebra and Applications	3	  D+
   254275	Object Oriented Programming	3	  C
   261104	General Physics	3	  B+
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
21	C.Earn
21	CA
21	GP
58.5	GPA
2.78	C.Register
41	C.Earn
40	CA
40	GP
106	GPA
2.65
",2.68
วิทยาการคอมพิวเตอร์,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  C
   001226	Ways of Living in the Digital Age	3	  C+
   001272	Introduction to Computer Information Science	3	  C
   001281	Sports and Exercises	1	  S
   001301	Thai Language for Academic Communication	3	  B
   252113	Mathematics for Science	3	  D
   254271	Fundamentals of Programming	3	  C
   273100	History and Development of Computer Technology	1	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
19	CA
19	GP
41.5	GPA
2.18	C.Register
20	C.Earn
19	CA
19	GP
41.5	GPA
2.18

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  B
   001237	Life Skills	3	  A
   001332	Introduction to Data Management in Digital Era	3	  B
   252114	Calculus for Science	3	  D
   252272	Linear Algebra and Applications	3	  D+
   254275	Object Oriented Programming	3	  A
   261104	General Physics	3	  C
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
21	C.Earn
21	CA
21	GP
55.5	GPA
2.64	C.Register
41	C.Earn
40	CA
40	GP
97	GPA
2.42
",2.52
เทคโนโลยีสารสนเทศ,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  D
   252113	Mathematics for Science	3	  C
   273100	History and Development of Computer Technology	1	  B
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
7	C.Earn
7	CA
7	GP
12	GPA
1.71	C.Register
32	C.Earn
31	CA
7	GP
12	GPA
1.71

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  D+
   254275	Object Oriented Programming	3	  D+
   261104	General Physics	3	  C
   273111	Fundamentals of Information Technology	3	  B
ผลการศึกษา :รอพินิจ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
12	C.Earn
12	CA
12	GP
24	GPA
2.00	C.Register
44	C.Earn
43	CA
19	GP
36	GPA
1.89",2.71
เทคโนโลยีสารสนเทศ,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  C
   001226	Ways of Living in the Digital Age	3	  B
   001272	Introduction to Computer Information Science	3	  B
   001281	Sports and Exercises	1	  S
   001302	Thai Language for Communication in the 21st Century	3	  C+
   252113	Mathematics for Science	3	  F
   254271	Fundamentals of Programming	3	  F
   273100	History and Development of Computer Technology	1	  B+
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
13	CA
19	GP
35	GPA
1.84	C.Register
20	C.Earn
13	CA
19	GP
35	GPA
1.84

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001213	English Writing for Effective Communication	3	  C+
   001222	Language, Society and Culture	3	  C+
   001233	Thai State and the World Community	3	  C+
   254275	Object Oriented Programming	3	  D+
   261104	General Physics	3	  C
   273111	Fundamentals of Information Technology	3	  B
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
18	C.Earn
18	CA
18	GP
42	GPA
2.33	C.Register
38	C.Earn
31	CA
37	GP
77	GPA
2.08
",2.57
เทคโนโลยีสารสนเทศ,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  C
   001221	Information Science for Study and Research	3	  B+
   001272	Introduction to Computer Information Science	3	  B+
   001281	Sports and Exercises	1	  S
   001302	Thai Language for Communication in the 21st Century	3	  C+
   252113	Mathematics for Science	3	  F
   254271	Fundamentals of Programming	3	  C
   273100	History and Development of Computer Technology	1	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
16	CA
19	GP
44.5	GPA
2.34	C.Register
20	C.Earn
16	CA
19	GP
44.5	GPA
2.34

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001213	English Writing for Effective Communication	3	  C+
   001222	Language, Society and Culture	3	  C
   001233	Thai State and the World Community	3	  C
   254275	Object Oriented Programming	3	  C
   261104	General Physics	3	  C
   273111	Fundamentals of Information Technology	3	  B
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
18	C.Earn
18	CA
18	GP
40.5	GPA
2.25	C.Register
38	C.Earn
34	CA
37	GP
85	GPA
2.29
",2.25
เทคโนโลยีสารสนเทศ,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  F
   001226	Ways of Living in the Digital Age	3	  C+
   001272	Introduction to Computer Information Science	3	  B
   001281	Sports and Exercises	1	  S
   001302	Thai Language for Communication in the 21st Century	3	  C
   252113	Mathematics for Science	3	  D
   254271	Fundamentals of Programming	3	  C
   273100	History and Development of Computer Technology	1	  C+
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
16	CA
19	GP
34	GPA
1.78	C.Register
20	C.Earn
16	CA
19	GP
34	GPA
1.78

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  D
   001228	Happiness with Hobbies	3	  B+
   001237	Life Skills	3	  A
   254275	Object Oriented Programming	3	  D+
   261104	General Physics	3	  C
   273111	Fundamentals of Information Technology	3	  B
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
18	C.Earn
18	CA
18	GP
45	GPA
2.50	C.Register
38	C.Earn
34	CA
37	GP
79	GPA
2.13
",2.38
เทคโนโลยีสารสนเทศ,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  D
   001226	Ways of Living in the Digital Age	3	  C
   001279	Science in Everyday Life	3	  D+
   001281	Sports and Exercises	1	  S
   001301	Thai Language for Academic Communication	3	  D+
   252113	Mathematics for Science	3	  F
   254271	Fundamentals of Programming	3	  C+
   273100	History and Development of Computer Technology	1	  B
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
16	CA
19	GP
28.5	GPA
1.50	C.Register
20	C.Earn
16	CA
19	GP
28.5	GPA
1.50

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001213	English Writing for Effective Communication	3	  C
   001227	Music Studies in Thai Culture	3	  A
   001237	Life Skills	3	  A
   254275	Object Oriented Programming	3	  D+
   261104	General Physics	3	  D+
   273111	Fundamentals of Information Technology	3	  B+
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
18	C.Earn
18	CA
18	GP
49.5	GPA
2.75	C.Register
38	C.Earn
34	CA
37	GP
78	GPA
2.10
",2.45
เทคโนโลยีสารสนเทศ,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  C
   001224	Arts in Daily Life	3	  B+
   001279	Science in Everyday Life	3	  C
   001281	Sports and Exercises	1	  S
   001302	Thai Language for Communication in the 21st Century	3	  C
   252113	Mathematics for Science	3	  D+
   254271	Fundamentals of Programming	3	  C+
   273100	History and Development of Computer Technology	1	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
19	CA
19	GP
44.5	GPA
2.34	C.Register
20	C.Earn
19	CA
19	GP
44.5	GPA
2.34

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  B
   001227	Music Studies in Thai Culture	3	  A
   001236	Living Management	3	  A
   254275	Object Oriented Programming	3	  D+
   261104	General Physics	3	  B
   273111	Fundamentals of Information Technology	3	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
18	C.Earn
18	CA
18	GP
58.5	GPA
3.25	C.Register
38	C.Earn
37	CA
37	GP
103	GPA
2.78
",3.11
เทคโนโลยีสารสนเทศ,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  B
   001226	Ways of Living in the Digital Age	3	  B
   001271	Man and Environment	3	  A
   001281	Sports and Exercises	1	  S
   001302	Thai Language for Communication in the 21st Century	3	  C+
   252113	Mathematics for Science	3	  B
   254271	Fundamentals of Programming	3	  A
   273100	History and Development of Computer Technology	1	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
19	CA
19	GP
62.5	GPA
3.28	C.Register
20	C.Earn
19	CA
19	GP
62.5	GPA
3.28

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  A
   001227	Music Studies in Thai Culture	3	  A
   001236	Living Management	3	  A
   254275	Object Oriented Programming	3	  A
   261104	General Physics	3	  B+
   273111	Fundamentals of Information Technology	3	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
18	C.Earn
18	CA
18	GP
70.5	GPA
3.91	C.Register
38	C.Earn
37	CA
37	GP
133	GPA
3.59
",3.71
เทคโนโลยีสารสนเทศ,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  C+
   001228	Happiness with Hobbies	3	  B+
   001277	Human Behavior	3	  B
   001281	Sports and Exercises	1	  S
   001301	Thai Language for Academic Communication	3	  B+
   252113	Mathematics for Science	3	  D+
   254271	Fundamentals of Programming	3	  B
   273100	History and Development of Computer Technology	1	  B+
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
19	CA
19	GP
54.5	GPA
2.86	C.Register
20	C.Earn
19	CA
19	GP
54.5	GPA
2.86

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  B+
   001237	Life Skills	3	  A
   001331	Social Innovation	3	  B+
   254275	Object Oriented Programming	3	  C
   261104	General Physics	3	  C+
   273111	Fundamentals of Information Technology	3	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
18	C.Earn
18	CA
18	GP
58.5	GPA
3.25	C.Register
38	C.Earn
37	CA
37	GP
113	GPA
3.05
",2.93
เทคโนโลยีสารสนเทศ,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  C
   001224	Arts in Daily Life	3	  B
   001279	Science in Everyday Life	3	  B
   001281	Sports and Exercises	1	  S
   001302	Thai Language for Communication in the 21st Century	3	  B
   252113	Mathematics for Science	3	  D
   254271	Fundamentals of Programming	3	  C+
   273100	History and Development of Computer Technology	1	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
19	CA
19	GP
47.5	GPA
2.50	C.Register
20	C.Earn
19	CA
19	GP
47.5	GPA
2.50

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  B
   001237	Life Skills	3	  A
   001331	Social Innovation	3	  A
   254275	Object Oriented Programming	3	  C
   261104	General Physics	3	  C
   273111	Fundamentals of Information Technology	3	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
18	C.Earn
18	CA
18	GP
57	GPA
3.16	C.Register
38	C.Earn
37	CA
37	GP
104.5	GPA
2.82
",3.01
เทคโนโลยีสารสนเทศ,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  B
   001221	Information Science for Study and Research	3	  B
   001272	Introduction to Computer Information Science	3	  B+
   001281	Sports and Exercises	1	  S
   001301	Thai Language for Academic Communication	3	  C+
   252113	Mathematics for Science	3	  F
   254271	Fundamentals of Programming	3	  B+
   273100	History and Development of Computer Technology	1	  B+
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
16	CA
19	GP
50	GPA
2.63	C.Register
20	C.Earn
16	CA
19	GP
50	GPA
2.63

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  B+
   001237	Life Skills	3	  A
   001331	Social Innovation	3	  B
   254275	Object Oriented Programming	3	  C
   261104	General Physics	3	  C
   273111	Fundamentals of Information Technology	3	  B+
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
18	C.Earn
18	CA
18	GP
54	GPA
3.00	C.Register
38	C.Earn
34	CA
37	GP
104	GPA
2.81
",2.93
เทคโนโลยีสารสนเทศ,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  D
   001226	Ways of Living in the Digital Age	3	  D+
   001279	Science in Everyday Life	3	  F
   001281	Sports and Exercises	1	  S
   001303	Reading in the Digital Age Century	3	  F
   252113	Mathematics for Science	3	  F
   254271	Fundamentals of Programming	3	  D
   273100	History and Development of Computer Technology	1	  D+
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
10	CA
19	GP
12	GPA
0.63	C.Register
20	C.Earn
10	CA
19	GP
12	GPA
0.63

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001213	English Writing for Effective Communication	3	  C
   001227	Music Studies in Thai Culture	3	  B
   001237	Life Skills	3	  A
   254275	Object Oriented Programming	3	  D
   261104	General Physics	3	  D+
   273111	Fundamentals of Information Technology	3	  B
ผลการศึกษา :รอพินิจ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
18	C.Earn
18	CA
18	GP
43.5	GPA
2.41	C.Register
38	C.Earn
28	CA
37	GP
55.5	GPA
1.50",1.86
เทคโนโลยีสารสนเทศ,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  D+
   001222	Language, Society and Culture	3	  B
   001281	Sports and Exercises	1	  S
   001291	Consumption in Daily-life	3	  C
   001302	Thai Language for Communication in the 21st Century	3	  C+
   252113	Mathematics for Science	3	  F
   254271	Fundamentals of Programming	3	  C
   273100	History and Development of Computer Technology	1	  B+
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
16	CA
19	GP
36.5	GPA
1.92	C.Register
20	C.Earn
16	CA
19	GP
36.5	GPA
1.92

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  C
   001221	Information Science for Study and Research	3	  B
   001233	Thai State and the World Community	3	  C
   254275	Object Oriented Programming	3	  D
   261104	General Physics	3	  D+
   273111	Fundamentals of Information Technology	3	  C+
ผลการศึกษา :รอพินิจ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
18	C.Earn
18	CA
18	GP
36	GPA
2.00	C.Register
38	C.Earn
34	CA
37	GP
72.5	GPA
1.95
",2.04
เทคโนโลยีสารสนเทศ,"ภาคการศึกษาที่ 1/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001211	English Listening and Speaking for Communication	3	  C+
   001226	Ways of Living in the Digital Age	3	  B
   001272	Introduction to Computer Information Science	3	  B+
   001281	Sports and Exercises	1	  S
   001302	Thai Language for Communication in the 21st Century	3	  B
   252113	Mathematics for Science	3	  D
   254271	Fundamentals of Programming	3	  B
   273100	History and Development of Computer Technology	1	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
20	C.Earn
19	CA
19	GP
52	GPA
2.73	C.Register
20	C.Earn
19	CA
19	GP
52	GPA
2.73

ภาคการศึกษาที่ 2/2563
รหัสวิชา	ชื่อรายวิชา	หน่วยกิต	เกรด
   001212	English Critical Reading for Effective Communication	3	  C+
   001222	Language, Society and Culture	3	  C
   001232	Fundamental Laws for Quality of Life	3	  C+
   254275	Object Oriented Programming	3	  B+
   261104	General Physics	3	  C
   273111	Fundamentals of Information Technology	3	  A
ผลการศึกษา :ปกติ
THIS SEMESTER	CUMULATIVE TO THIS SEMESTER
C.Register
18	C.Earn
18	CA
18	GP
49.5	GPA
2.75	C.Register
38	C.Earn
37	CA
37	GP
101.5	GPA
2.74",2.98
